entry_dt,exit_dt,days,symbol,size,entry_price,exit_price,pnl,cost,cost_risk_adjusted
2019-07-01 16:00:00,2019-07-08 16:00:00,5,MRTX,8,105.0,105.07,0.5599999999999454,0.43,0.002203897386534609
2019-07-02 16:00:00,2019-07-08 16:00:00,4,CADC,193,3.95,3.44927174029521,-96.64055412302451,2.6055,0.009628730148034786
2019-07-08 16:00:00,2019-07-17 16:00:00,8,KOOL,122,3.41,3.35,-7.320000000000009,1.647,0.005654278730488999
2019-07-08 16:00:00,2019-08-02 16:00:00,20,APRN,67,7.39,8.24,56.950000000000074,1.02,0.0008363251450202396
2019-07-08 16:00:00,2019-07-12 16:00:00,5,ZYME,49,25.73,24.92,-39.689999999999955,0.84,0.002280477616972945
2019-07-09 16:00:00,2019-07-15 16:00:00,5,IIPR,6,132.5,132.0,-3.0,0.41,0.001427419813726289
2019-07-09 16:00:00,2019-07-15 16:00:00,5,EHTH,14,92.04,93.51,20.579999999999984,0.49,0.001592412335686659
2019-07-09 16:00:00,2019-07-15 16:00:00,5,APLS,52,26.5,26.88,19.75999999999995,0.87,0.0025619817813828656
2019-07-10 16:00:00,2019-07-16 16:00:00,5,FLKS,703,0.66,0.88,154.66,9.4905,0.026196303130369334
2019-07-10 16:00:00,2019-07-16 16:00:00,5,AGI,280,6.285,6.235,-13.99999999999995,3.7800000000000002,0.012764285720139943
2019-07-11 16:00:00,2019-07-26 16:00:00,12,KRYS,12,45.23,47.0,21.240000000000038,0.47,0.0011099850490786604
2019-07-12 16:00:00,2019-07-18 16:00:00,5,TRCH,429,1.57,1.67,42.89999999999995,5.7915,0.015422423889244334
2019-07-15 16:00:00,2019-07-19 16:00:00,5,AQB,163,3.96,3.76,-32.60000000000004,2.2005,0.007458820499792882
2019-07-15 16:00:00,2019-07-31 16:00:00,13,KL,39,44.44,44.08,-14.03999999999997,0.74,0.0009100705236426535
2019-07-16 16:00:00,2019-07-22 16:00:00,5,SSYS,46,29.88,29.49,-17.940000000000026,0.81,0.002564544972681203
2019-07-16 16:00:00,2019-07-22 16:00:00,5,APPS,227,5.35,5.25,-22.699999999999918,3.0645,0.009652441418347816
2019-07-17 16:00:00,2019-07-23 16:00:00,5,NUGT,27,32.18,35.59,92.0700000000001,0.62,0.0017046445195281277
2019-07-19 16:00:00,2019-07-23 16:00:00,3,ENPH,63,20.78,19.339732481404052,-90.73685367154476,0.98,0.004786586713630592
2019-07-22 16:00:00,2019-07-29 16:00:00,6,INS,20,42.985,45.36,47.5,0.55,0.0013930246881208056
2019-07-22 16:00:00,2019-07-26 16:00:00,5,SOXL,7,178.01,190.01,84.0,0.42,0.0013214323623299397
2019-07-22 16:00:00,2019-07-29 16:00:00,6,RARX,32,35.99,33.31,-85.75999999999999,0.6699999999999999,0.0016665117356642629
2019-07-22 16:00:00,2019-07-26 16:00:00,5,IFMK,324,1.95,2.02,22.68000000000002,4.3740000000000006,0.01270844770087117
2019-07-24 16:00:00,2019-09-03 16:00:00,29,RUBI,232,7.385,9.73,544.0400000000003,3.1319999999999997,0.0011243916968117172
2019-07-24 16:00:00,2019-08-06 16:00:00,10,DOVA,40,16.15,15.35,-31.999999999999957,0.75,0.0027504584735662274
2019-07-25 16:00:00,2019-08-05 16:00:00,8,NVCR,23,77.0,80.0,68.99999999999997,0.58,0.0009986783402264842
2019-07-26 16:00:00,2019-08-02 16:00:00,6,ACIA,25,65.1,65.91,20.250000000000057,0.6,0.0021448571768316353
2019-07-26 16:00:00,2019-08-01 16:00:00,5,EGO,157,7.875,7.96,13.344999999999992,2.1195,0.006154436123424126
2019-07-26 16:00:00,2019-08-01 16:00:00,5,CDMO,119,6.58,6.58,1.7763568394002505e-15,1.6065,0.008730559700862499
2019-07-30 16:00:00,2019-08-05 16:00:00,5,NVTA,43,27.0,26.89,-4.729999999999976,0.78,0.0020580576923680915
2019-07-30 16:00:00,2019-08-01 16:00:00,3,INS,17,49.3,42.91863879306997,-108.48314051781053,0.52,0.002370191702936027
